id,System.Title,System.State,System.CreatedDate,System.ChangedDate,System.AssignedTo
1743,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1744,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1745,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
1746,Invalid Error Message Display,New,27/12/2024,28/12/2024,
1747,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1748,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1749,Duplicate Entries in Logs,New,27/12/2024,28/12/2024,
1750,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1751,API Timeout Error,New,27/12/2024,28/12/2024,
1752,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1753,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1754,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1755,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1756,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1757,"As a user, I want to save items to a wishlist",Resolved,27/12/2024,28/12/2024,
1758,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1759,"As a user, I need keyboard shortcuts",Resolved,27/12/2024,28/12/2024,
1760,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1761,API Timeout Error,New,27/12/2024,28/12/2024,
1762,"As a user, I want to save items to a wishlist",Resolved,27/12/2024,28/12/2024,
1763,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1764,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1765,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1766,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1767,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1768,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,
1769,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1770,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1771,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1772,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1773,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1774,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1775,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1776,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1777,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
1778,"As a user, I want to save items to a wishlist",Resolved,27/12/2024,28/12/2024,
1779,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
1780,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1781,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1782,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1783,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1784,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
1785,"As a user, I want to export data",Resolved,27/12/2024,28/12/2024,
1786,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1787,Calculation Error in Report,New,27/12/2024,28/12/2024,
1788,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1789,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1790,"As a user, I want to filter search results",Resolved,27/12/2024,28/12/2024,
1791,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
1792,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1793,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1794,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1795,Memory Leak in Module X,Closed,27/12/2024,28/12/2024,
1796,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1797,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1798,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1799,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1800,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1801,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1802,"As a guest, I want to browse the site without login",Closed,27/12/2024,28/12/2024,
1803,Event Listener Memory Leak,New,27/12/2024,28/12/2024,
1804,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1805,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1806,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1807,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1808,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1809,Dropdown Menu Not Working,Closed,27/12/2024,28/12/2024,
1810,"As a user, I need autocomplete for forms",Resolved,27/12/2024,28/12/2024,
1811,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1812,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1813,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1814,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1815,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1816,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1817,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1818,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1819,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1820,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1821,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1822,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
1823,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1824,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1825,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1826,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
1827,"As a user, I need two-factor authentication",Resolved,27/12/2024,28/12/2024,
1828,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
1829,UI Freezing on Button Click,New,27/12/2024,28/12/2024,
1830,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1831,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1832,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
1833,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1834,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1835,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1836,Null Pointer Exception Detected,New,27/12/2024,28/12/2024,
1837,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
1838,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1839,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1840,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1841,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1842,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1843,Auto-suggestion Not Working,New,27/12/2024,28/12/2024,
1844,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1845,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1846,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1847,Invalid Error Message Display,New,27/12/2024,28/12/2024,
1848,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1849,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1850,Incorrect User Role Assignment,New,27/12/2024,28/12/2024,
1851,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
1852,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
1853,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1854,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1855,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1856,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1857,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1858,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1859,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1860,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1861,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
1862,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1863,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1864,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
1865,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1866,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1867,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1868,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1869,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1870,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1871,API Timeout Error,New,27/12/2024,28/12/2024,
1872,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1873,Memory Leak in Module X,New,27/12/2024,28/12/2024,
1874,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1875,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1876,"As a developer, I need detailed error logs",Resolved,27/12/2024,28/12/2024,
1877,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1878,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1879,Broken Link in Footer,New,27/12/2024,28/12/2024,
1880,"As a user, I want to customize my dashboard",Active,27/12/2024,28/12/2024,Viviana de Oliveira
1881,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1882,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1883,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1884,File Upload Fails,New,27/12/2024,28/12/2024,
1885,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1886,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1887,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
1888,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1889,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
1890,"As a user, I want to filter search results",Resolved,27/12/2024,28/12/2024,
1891,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
1892,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1893,"As a user, I want to customize my dashboard",Active,27/12/2024,28/12/2024,
1894,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1895,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1896,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1897,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1898,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1899,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1900,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1901,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1902,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1903,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1904,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1905,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
1906,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1907,"As a user, I want to export data",Closed,27/12/2024,28/12/2024,
1908,Tooltip Not Displayed,Active,27/12/2024,28/12/2024,
1909,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1910,Language Translation Incorrect,New,27/12/2024,28/12/2024,
1911,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,
1912,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1913,"As a developer, I need detailed error logs",Resolved,27/12/2024,28/12/2024,
1914,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1915,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
1916,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1917,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
1918,Broken Pagination Controls,New,27/12/2024,28/12/2024,
1919,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1920,Session Cookie Not Set,Closed,27/12/2024,28/12/2024,
1921,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1922,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1923,"As a user, I need two-factor authentication",Resolved,27/12/2024,28/12/2024,
1924,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1925,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1926,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1927,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1928,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1929,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1930,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
1931,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1932,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1933,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1934,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1935,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
1936,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1937,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1938,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
1939,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
1940,"As a user, I need autocomplete for forms",Resolved,27/12/2024,28/12/2024,
1941,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1942,UI Alignment Issue on Dashboard,New,27/12/2024,28/12/2024,
1943,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1944,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
1945,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1946,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1947,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
1948,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1949,"As a user, I want to deactivate my account",New,27/12/2024,28/12/2024,
1950,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1951,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1952,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1953,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
1954,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1955,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1956,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1957,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1958,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1959,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1960,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1961,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1962,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1963,Invalid Error Message Display,Resolved,27/12/2024,28/12/2024,
1964,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1965,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
1966,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1967,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1968,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1969,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1970,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1971,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
1972,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1973,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1974,"As a user, I need file upload capability",Resolved,27/12/2024,28/12/2024,
1975,Performance Issue on Load,New,27/12/2024,28/12/2024,
1976,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1977,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1978,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1979,Language Translation Incorrect,New,27/12/2024,28/12/2024,
1980,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1981,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1982,API Timeout Error,Closed,27/12/2024,28/12/2024,
1983,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1984,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1985,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1986,"As a user, I need two-factor authentication",Resolved,27/12/2024,28/12/2024,
1987,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1988,Calculation Error in Report,New,27/12/2024,28/12/2024,
1989,Search Results Not Accurate,Closed,27/12/2024,28/12/2024,
1990,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1991,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
1992,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1993,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1994,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1995,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1996,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1997,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1998,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1999,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
2000,Error on Data Import,New,27/12/2024,28/12/2024,
2001,Auto-suggestion Not Working,New,27/12/2024,28/12/2024,
2002,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
2003,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
2004,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
2005,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
2006,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
2007,"As a user, I want to export data",Closed,27/12/2024,28/12/2024,
2008,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
2009,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
2010,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
2011,"As a user, I want to receive notifications",Closed,27/12/2024,28/12/2024,
2012,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
2013,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
2014,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
2015,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
2016,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
2017,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
2018,"As a user, I need a responsive UI",Active,27/12/2024,28/12/2024,
2019,Language Translation Incorrect,New,27/12/2024,28/12/2024,
2020,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
2021,CSS Styling Missing,New,27/12/2024,28/12/2024,
2022,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
2023,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
2024,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,
2025,Backend Service Not Responding,New,27/12/2024,28/12/2024,
2026,Broken Pagination Controls,New,27/12/2024,28/12/2024,
2027,"As a user, I need to view my profile information",Resolved,27/12/2024,28/12/2024,
2028,"As a user, I need two-factor authentication",Resolved,27/12/2024,28/12/2024,
2029,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
2030,Performance Issue on Load,New,27/12/2024,28/12/2024,
2031,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
2032,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
2033,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
2034,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
2035,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
2036,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
2037,"As a user, I need keyboard shortcuts",Resolved,27/12/2024,28/12/2024,
2038,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
2039,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
2040,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
2041,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
2042,"As a user, I want to export data",Closed,27/12/2024,28/12/2024,
2043,Null Pointer Exception Detected,Active,27/12/2024,28/12/2024,
2044,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
2045,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
2046,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
2047,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
2048,Auto-suggestion Not Working,Resolved,27/12/2024,28/12/2024,
2049,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
2050,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
2051,CSS Styling Missing,New,27/12/2024,28/12/2024,
2052,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
2053,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
2054,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
2055,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
2056,Unexpected Logout,New,27/12/2024,28/12/2024,
2057,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
2058,Invalid Error Message Display,New,27/12/2024,28/12/2024,
2059,"As an admin, I need to manage user roles",Active,27/12/2024,28/12/2024,
2060,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,Viviana de Oliveira
2061,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
2062,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
2063,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
2064,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
2065,Auto-suggestion Not Working,New,27/12/2024,28/12/2024,
2066,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
2067,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
2068,Search Results Not Accurate,New,27/12/2024,28/12/2024,
2069,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
2070,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
2071,Memory Leak in Module X,New,27/12/2024,28/12/2024,
2072,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
2073,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
2074,High Latency in Requests,Active,27/12/2024,28/12/2024,
2075,Broken Link in Footer,New,27/12/2024,28/12/2024,
2076,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
2077,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
2078,Error on Data Import,New,27/12/2024,28/12/2024,
2079,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
2080,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
2081,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
2082,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
2083,"As an admin, I need to view system analytics",Resolved,27/12/2024,28/12/2024,
2084,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
2085,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
2086,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
2087,"As a user, I need file upload capability",Resolved,27/12/2024,28/12/2024,
2088,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
2089,Null Pointer Exception Detected,New,27/12/2024,28/12/2024,
2090,Unexpected Logout,Active,27/12/2024,28/12/2024,
2091,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
2092,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
2093,Invalid Error Message Display,New,27/12/2024,28/12/2024,
2094,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
2095,"As a user, I want to export data",Active,27/12/2024,28/12/2024,
2096,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
2097,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
2098,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
2099,Broken Link in Footer,New,27/12/2024,28/12/2024,
2100,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
2101,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
2102,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
2103,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
2104,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
2105,Broken Link in Footer,New,27/12/2024,28/12/2024,
2106,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
2107,"As a user, I want to export data",New,27/12/2024,28/12/2024,
2108,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
2109,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
2110,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
2111,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
2112,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
2113,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
2114,"As a user, I want to export data",New,27/12/2024,28/12/2024,
2115,File Upload Fails,New,27/12/2024,28/12/2024,
2116,Duplicate Entries in Logs,New,27/12/2024,28/12/2024,
2117,"As a user, I want a dark mode option",Resolved,27/12/2024,28/12/2024,
2118,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
2119,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
2120,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
2121,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
2122,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
2123,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
2124,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
2125,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
2126,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
2127,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
2128,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
2129,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
2130,"As a user, I need a responsive UI",Active,27/12/2024,28/12/2024,
2131,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
2132,"As a user, I want a mobile-friendly version",New,27/12/2024,28/12/2024,
2133,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
2134,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
2135,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
2136,Performance Issue on Load,New,27/12/2024,28/12/2024,
2137,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
2138,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
2139,High Latency in Requests,New,27/12/2024,28/12/2024,
2140,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
